party,press_release,claim_number,claim_text,claim_desc,category,is_policy_like
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,1,Costs for previous single-payer proposals were estimated at $400 billion per year.,,,
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,2,There has been no impartial analysis of AB 1400’s price tag.,,,
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",,,
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,4,ACA 11 allows the Legislature to raise taxes further with a simple majority vote.,,,
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,5,ACA 11 eliminates Prop. 13’s two-thirds vote requirement.,,,
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,6,ACA 11 skirts education funding requirements that were approved by voters in Prop. 98.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,1,The government is in control of personal vaccination decisions.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,2,The COVID vaccine poses a minimal threat to young children.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,3,The decision to vaccinate a child should be made solely by the child and their parents.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,4,Current required vaccinations have been in use with full FDA approval for decades.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,5,The COVID vaccine has not been in use with full FDA approval for decades.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,6,California has one of the highest COVID vaccination rates in the country.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,7,The virus is still spreading in California despite high vaccination rates.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,8,Rural schools will be the hardest hit by the new vaccination mandate.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,9,Enrollment in rural schools will drastically decline due to the new mandate.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,School district budgets will crumble as a result of decreased enrollment in rural schools.,,,
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,11,The learning and social losses in rural schools will be massive due to the vaccination mandate.,,,
Republican,gallagher-statement-on-soaring-budget-deficit.txt,1,California's budget deficit has reached $68 billion.,,,
Republican,gallagher-statement-on-soaring-budget-deficit.txt,2,Gavin Newsom's disapproval numbers have hit an all-time high.,,,
Republican,gallagher-statement-on-soaring-budget-deficit.txt,3,Democrats' fiscal mismanagement has contributed to California's budget deficit.,,,
Republican,gallagher-statement-on-soaring-budget-deficit.txt,4,"In the last five years, California's spending has increased by more than 60%.",,,
Republican,gallagher-statement-on-soaring-budget-deficit.txt,5,The increase in spending in California is described as unsustainable.,,,
Republican,gallagher-statement-on-soaring-budget-deficit.txt,6,Californians' quality of life has collapsed.,,,
Republican,gallagher-statement-on-soaring-budget-deficit.txt,7,People are moving from California to Florida.,,,
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,,,
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',,,
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,3,National polling shows nearly 70% of Americans agree that biological males should not be allowed to compete in girls' events.,,,
Republican,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,1,A third of Californians live in homeowners associations (HOAs).,,,
Republican,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,2,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,,,
Republican,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,3,Current law prevents homeowners associations from certifying an election if a majority of homeowners do not turn in their ballots.,,,
Republican,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,4,"Board members in HOAs can resist challengers by nullifying elections, allowing them to remain in office for decades.",,,
Republican,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,5,California public elections do not have a minimum voter turnout required before someone can be elected to office.,,,
Republican,icymi-cnn-chyron-what-in-gods-name-is-going-on-with-gavin-newsom.txt,1,Gavin Newsom has disowned progressive policies he previously championed in California.,,,
Republican,icymi-cnn-chyron-what-in-gods-name-is-going-on-with-gavin-newsom.txt,2,"Newsom has used the term 'Latinx' repeatedly in speeches, official statements, and across social media.",,,
Republican,icymi-cnn-chyron-what-in-gods-name-is-going-on-with-gavin-newsom.txt,3,Newsom previously praised California’s trans student law as a civil rights advancement.,,,
Republican,icymi-cnn-chyron-what-in-gods-name-is-going-on-with-gavin-newsom.txt,4,CNN's investigation suggests that Newsom is acting like progressive issues he once supported were never legitimate.,,,
Republican,icymi-cnn-chyron-what-in-gods-name-is-going-on-with-gavin-newsom.txt,5,Democrats in the California Legislature are reportedly mystified by Newsom's recent statements and actions.,,,
Republican,icymi-democrats-turn-special-session-into-partisan-show.txt,1,The $50 million slush fund proposal could go to protecting illegal immigrants with felony convictions from deportation.,,,
Republican,icymi-democrats-turn-special-session-into-partisan-show.txt,2,A letter in the legislative journal is NOT legally binding.,,,
Republican,icymi-democrats-turn-special-session-into-partisan-show.txt,3,The bill could result in taxpayer funds going to the legal defense of undocumented immigrants who have been convicted of a crime.,,,
Republican,icymi-democrats-turn-special-session-into-partisan-show.txt,4,Democrats rejected a safeguard to prohibit taxpayer-funded legal aid from helping felons.,,,
Republican,icymi-democrats-turn-special-session-into-partisan-show.txt,5,The rejection of the safeguard is described as disingenuous by legal scholars.,,,
Republican,icymi-democrats-turn-special-session-into-partisan-show.txt,6,Voters expressed a desire for lawmakers to crack down on crime in the November election.,,,
Republican,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,1,AB 1189 expands the pool of qualified court reporters by certifying digital court reporters and legal transcriptionists.,,,
Republican,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,2,California courts have held over 1.2 million hearings without a verbatim record between October 2023 and August 2024 due to a shortage of certified court reporters.,,,
Republican,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,3,"The shortage of certified court reporters particularly affects low-income or underserved communities, preventing them from appealing important decisions.",,,
Republican,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,4,The legislation recognizes digital reporting as a valid and reliable method for capturing legal proceedings.,,,
Republican,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,5,AB 1189 establishes a state-run certification process for digital court reporters and legal transcriptionists.,,,
